"Word","Translation"
"The API key obtained from creating your app on dev.twitter.com ","The API key obtained from creating your app on dev.twitter.com "
"The API secret obtained from creating your app on dev.twitter.com ","The API secret obtained from creating your app on dev.twitter.com "
"The customer has a %s credit on their account.","The customer has a %s credit on their account."
"The customer has a %s credit on thier account.","The customer has a %s credit on thier account."
"The customer has paid a deposit on this Job: %s.","The customer has paid a deposit on this Job: %s."
"The default hourly rate this staff member will receive when working on jobs (can be changed per job).","The default hourly rate this staff member will receive when working on jobs (can be changed per job)."
"The default is hourly rate + amount. This will show the ""Hours"" column along with an ""Amount"" column. Inputing a number of hours will auto complete the price based on the job hourly rate. <br>Quantity and Amount will allow you to input a Quantity (eg: 2) and an Amount (eg: $100) and the final price will be $200 (Quantity x Amount). The last option ""Amount Only"" will just have the amount column for manual input of price. Change the advanced setting ""default_task_type"" between 0, 1 and 2 to change the default here.","The default is hourly rate + amount. This will show the ""Hours"" column along with an ""Amount"" column. Inputing a number of hours will auto complete the price based on the job hourly rate. <br>Quantity and Amount will allow you to input a Quantity (eg: 2) and an Amount (eg: $100) and the final price will be $200 (Quantity x Amount). The last option ""Amount Only"" will just have the amount column for manual input of price. Change the advanced setting ""default_task_type"" between 0, 1 and 2 to change the default here."
"The default is hourly rate + amount. This will show the ""Hours"" column along with an ""Amount"" column. Inputing a number of hours will auto complete the price based on the quote hourly rate. <br>Quantity and Amount will allow you to input a Quantity (eg: 2) and an Amount (eg: $100) and the final price will be $200 (Quantity x Amount). The last option ""Amount Only"" will just have the amount column for manual input of price. Change the advanced setting ""default_task_type"" between 0, 1 and 2 to change the default here.","The default is hourly rate + amount. This will show the ""Hours"" column along with an ""Amount"" column. Inputing a number of hours will auto complete the price based on the quote hourly rate. <br>Quantity and Amount will allow you to input a Quantity (eg: 2) and an Amount (eg: $100) and the final price will be $200 (Quantity x Amount). The last option ""Amount Only"" will just have the amount column for manual input of price. Change the advanced setting ""default_task_type"" between 0, 1 and 2 to change the default here."
"The deposit will apply to this job once this invoice is paid.","The deposit will apply to this job once this invoice is paid."
"The member can choose which of the below subscriptions they would like to receive. The member can see and change these subscriptions themselves. You can choose members based on these subscriptions.","The member can choose which of the below subscriptions they would like to receive. The member can see and change these subscriptions themselves. You can choose members based on these subscriptions."
"The outer HTML code for this template. That is, all the parts of the template that will not change each time you send a newsletter (header, menu, footer). You can include the dynamic fields which will be replaced each time the newsletter is sent.<br>When you insert images or links please use full addresses (including http:// at the start).","The outer HTML code for this template. That is, all the parts of the template that will not change each time you send a newsletter (header, menu, footer). You can include the dynamic fields which will be replaced each time the newsletter is sent.<br>When you insert images or links please use full addresses (including http:// at the start)."
"Theme","Theme"
"Theme settings","Theme settings"
"Theme Settings","Theme Settings"
"Theme Styles","Theme Styles"
"There are <a href=""%s"">%s customer contacts</a> and <a href=""%s"">%s system users</a> with this role.","There are <a href=""%s"">%s customer contacts</a> and <a href=""%s"">%s system users</a> with this role."
"There are no invoices for this job yet.","There are no invoices for this job yet."
"There are no invoices for this job yet. Please create and complete a task above in order to create an invoice.","There are no invoices for this job yet. Please create and complete a task above in order to create an invoice."
"These are displayed to the user when upgrading their WordPress item","These are displayed to the user when upgrading their WordPress item"
"These are for you to group your members. The member cannot see or change these groups. You can choose members based on these groups.","These are for you to group your members. The member cannot see or change these groups. You can choose members based on these groups."
"These are the input fields that will make up this data group. Switch to visual editor for easy drag and drop of elements and their sizes.","These are the input fields that will make up this data group. Switch to visual editor for easy drag and drop of elements and their sizes."
"This can be different to the Sub Total above. eg: if part of this item included tax but part did not. Taxable total should always be less than or equal to the sub total.","This can be different to the Sub Total above. eg: if part of this item included tax but part did not. Taxable total should always be less than or equal to the sub total."
"This email address exists as a contact in another user account. By linking these accounts together, this user will be able to access all the linked customers from this single login. ","This email address exists as a contact in another user account. By linking these accounts together, this user will be able to access all the linked customers from this single login. "
"This hourly rate will be applied to all manual tasks (tasks that did not come from jobs) in this invoice","This hourly rate will be applied to all manual tasks (tasks that did not come from jobs) in this invoice"
"This invoice has been cancelled!","This invoice has been cancelled!"
"This invoice has not been paid by the due date and %s is now overdue.","This invoice has not been paid by the due date and %s is now overdue."
"This invoice has not been sent yet. When this invoice has been sent to the customer please click this button or enter a ""sent date"" into the form above.","This invoice has not been sent yet. When this invoice has been sent to the customer please click this button or enter a ""sent date"" into the form above."
"This invoice is a deposit for the job: %s.","This invoice is a deposit for the job: %s."
"This invoice is overdue, but it has not been sent yet. Please pick a ""Sent Date"" or click below to send invoice.","This invoice is overdue, but it has not been sent yet. Please pick a ""Sent Date"" or click below to send invoice."
"This invoice was last sent %s days ago on %s.","This invoice was last sent %s days ago on %s."
"This Invoice will be automatically renewed on this date. A new Invoice will be created as a copy from this Invoice. This invoice will only be renewed once it is paid.","This Invoice will be automatically renewed on this date. A new Invoice will be created as a copy from this Invoice. This invoice will only be renewed once it is paid."
"This invoice will renew as part of job %s on %s","This invoice will renew as part of job %s on %s"
"This is a subscription payment for %s %s on the subscription: %s","This is a subscription payment for %s %s on the subscription: %s"
"This is a subscription payment for customer %s on the subscription: %s","This is a subscription payment for customer %s on the subscription: %s"
"This is anyone with ticket EDIT permissions.","This is anyone with ticket EDIT permissions."
"This is how much the customer has paid against the invoice. When they have paid the due amount the invoice will be marked as paid.","This is how much the customer has paid against the invoice. When they have paid the due amount the invoice will be marked as paid."
"This is just a basic CSS editor. Paste in CSS compatible rules over the top of defaults. Click the default value to return to that value.","This is just a basic CSS editor. Paste in CSS compatible rules over the top of defaults. Click the default value to return to that value."
"This is the date the Job is scheduled to start work. This can be a date in the future.","This is the date the Job is scheduled to start work. This can be a date in the future."
"This is the date the Job is scheduled to start work. This can be a date in the future. If you have the Calendar, this is the date that will be used for the Calendar event.","This is the date the Job is scheduled to start work. This can be a date in the future. If you have the Calendar, this is the date that will be used for the Calendar event."
"This is the date the Job was quoted to the Customer. Once this Job Quote is approved, the Start Date will be set below.","This is the date the Job was quoted to the Customer. Once this Job Quote is approved, the Start Date will be set below."
"This is the date the Quote is scheduled to start work. This can be a date in the future.","This is the date the Quote is scheduled to start work. This can be a date in the future."
"This is the date the Quote was accepted by the client. This date is automatically set if the client clicks ""Approve""","This is the date the Quote was accepted by the client. This date is automatically set if the client clicks ""Approve"""
"This is the date the Quote was created.","This is the date the Quote was created."
"This is the email address any bounces are set to. We HIGHLY recommend you setup a new empty email address (eg: bounce@yourwebsite.com) for this. In the newsletter settings you can specify the bounce address settings so the system can automatically track bounces.","This is the email address any bounces are set to. We HIGHLY recommend you setup a new empty email address (eg: bounce@yourwebsite.com) for this. In the newsletter settings you can specify the bounce address settings so the system can automatically track bounces."
"This is the email address the newsletter will be sent ""from"". We HIGHLY recommend this email address is setup or linked to your hosting account to help with spam issues (or google about SPF records - can be complex but worth it)","This is the email address the newsletter will be sent ""from"". We HIGHLY recommend this email address is setup or linked to your hosting account to help with spam issues (or google about SPF records - can be complex but worth it)"
"This is the name this newsletter will be sent ""from"". Giving this a name your customers will recognise is probably best.","This is the name this newsletter will be sent ""from"". Giving this a name your customers will recognise is probably best."
"This is the special link you can email to your customer. Using this link the customer can request a change on their website.","This is the special link you can email to your customer. Using this link the customer can request a change on their website."
"This is the time the Job is scheduled to finish.  If you have the Calendar, this is the time that will be used for the Calendar event.","This is the time the Job is scheduled to finish.  If you have the Calendar, this is the time that will be used for the Calendar event."
"This is the time the Job is scheduled to start.  If you have the Calendar, this is the time that will be used for the Calendar event.","This is the time the Job is scheduled to start.  If you have the Calendar, this is the time that will be used for the Calendar event."
"This is where your custom data type will display within the system. Main will put it in the main menu. Customer will put it underneath a customer menu. None will hide this from the menu system all together","This is where your custom data type will display within the system. Main will put it in the main menu. Customer will put it underneath a customer menu. None will hide this from the menu system all together"
"This job has %d files","This job has %d files"
"This job will be automatically renewed on this date.","This job will be automatically renewed on this date."
"This Job will be automatically renewed on this date. A new Job will be created as a copy from this Job.","This Job will be automatically renewed on this date. A new Job will be created as a copy from this Job."
"This newsletter has been sent before (%s). Would you like to send it to people who have received this newsletter before?","This newsletter has been sent before (%s). Would you like to send it to people who have received this newsletter before?"
"This page shows a list of your recurring and upcoming transactions (eg: phone bill / server hosting / monthly income). This will help you plan a budget by reminding you when upcoming bills are due. ","This page shows a list of your recurring and upcoming transactions (eg: phone bill / server hosting / monthly income). This will help you plan a budget by reminding you when upcoming bills are due. "
"This quote has %d files","This quote has %d files"
"This Quote has been converted into a Job: %s.","This Quote has been converted into a Job: %s."
"This sends a customisable email with instructions on how to request a change","This sends a customisable email with instructions on how to request a change"
"This transaction is not due for %s days, are you sure you want to record it?","This transaction is not due for %s days, are you sure you want to record it?"
"This users details will be used as a primary point of contact for this customer. These details will display in the main customer listing for this customer. Also if you send an invoice or a newsletter to this ""customer"" then this email address will be used.","This users details will be used as a primary point of contact for this customer. These details will display in the main customer listing for this customer. Also if you send an invoice or a newsletter to this ""customer"" then this email address will be used."
"This Week","This Week"
"This will be the Website this job is assigned to - and therefor the customer. Every job should have aWebsite assigned. Clicking the open link will take you to the Website","This will be the Website this job is assigned to - and therefor the customer. Every job should have aWebsite assigned. Clicking the open link will take you to the Website"
"This will be the Website this quote is assigned to - and therefor the customer. Every quote should have aWebsite assigned. Clicking the open link will take you to the Website","This will be the Website this quote is assigned to - and therefor the customer. Every quote should have aWebsite assigned. Clicking the open link will take you to the Website"
"This will clear ALL translations from the system. Make a backup first!","This will clear ALL translations from the system. Make a backup first!"
"This will display on invoices as the name of this payment method.","This will display on invoices as the name of this payment method."
"This will override any options selected below and replace them with defaults. You can change the selected permissions once the defaults are loaded","This will override any options selected below and replace them with defaults. You can change the selected permissions once the defaults are loaded"
"This will show a history of emails sent from the system.","This will show a history of emails sent from the system."
"This will show on the Invoice when paying via coinbase","This will show on the Invoice when paying via coinbase"
"This will show on the Invoice when paying via PayPal","This will show on the Invoice when paying via PayPal"
"This will show on the Invoice when paying via stripe","This will show on the Invoice when paying via stripe"
"Thu","Thu"
"Thursday","Thursday"
"Ticket","Ticket"
"Ticket Account","Ticket Account"
"Ticket Creator","Ticket Creator"
"Ticket Details","Ticket Details"
"Ticket Email Accounts","Ticket Email Accounts"
"Ticket Embed Form","Ticket Embed Form"
"Ticket Extra Field","Ticket Extra Field"
"Ticket Extra Fields","Ticket Extra Fields"
"Ticket Groups","Ticket Groups"
"Ticket Information","Ticket Information"
"Ticket Messages","Ticket Messages"
"Ticket Not Completed","Ticket Not Completed"
"Ticket Number","Ticket Number"
"Ticket POP3/IMAP Accounts","Ticket POP3/IMAP Accounts"
"Ticket saved successfully","Ticket saved successfully"
"Ticket Settings","Ticket Settings"
"Ticket Staff Report","Ticket Staff Report"
"Ticket Types","Ticket Types"
"Ticket Types/Departments","Ticket Types/Departments"
"Ticket: ","Ticket: "
"Ticket: %s","Ticket: %s"
"Ticket: bigfish ticket","Ticket: bigfish ticket"
"Ticket: Cant reboot PC","Ticket: Cant reboot PC"
"Ticket: Documentation request","Ticket: Documentation request"
"Ticket: eweqeweqw","Ticket: eweqeweqw"
"Ticket: Gary test","Ticket: Gary test"
"Ticket: help","Ticket: help"
"Ticket: Kaputt","Ticket: Kaputt"
"Ticket: nnn","Ticket: nnn"
"Ticket: Payroll","Ticket: Payroll"
"Ticket: rfreferf","Ticket: rfreferf"
"Ticket: test","Ticket: test"
"Ticket: TEST","Ticket: TEST"
"Ticket: test from admin logged in","Ticket: test from admin logged in"
"Ticket: This hot","Ticket: This hot"
"Ticket: Vetgat se kak","Ticket: Vetgat se kak"
"Ticket: Web Design","Ticket: Web Design"
"Tickets","Tickets"
"tickets","tickets"
"Tickets (%s unread)","Tickets (%s unread)"
"Tickets (%s)","Tickets (%s)"
"Tickets <span class='label label-info'>1</span> ","Tickets <span class='label label-info'>1</span> "
"Tickets <span class='label label-info'>5</span> ","Tickets <span class='label label-info'>5</span> "
"Tickets <span class='menu_label'>1</span> ","Tickets <span class='menu_label'>1</span> "
"Tickets <span class='menu_label'>5</span> ","Tickets <span class='menu_label'>5</span> "
"Time","Time"
"Timer","Timer"
"Timers","Timers"
"Title","Title"
"Title to use instead of the automatically generated one from the Link page","Title to use instead of the automatically generated one from the Link page"
"TLS (use for Google SMTP)","TLS (use for Google SMTP)"
"to","to"
"To","To"
"To check for any available updates please insert your license code(s) for any purchased UCM products below and click the button.","To check for any available updates please insert your license code(s) for any purchased UCM products below and click the button."
"To install a manual upgrade or to complete a previously started upgrade please click button below.","To install a manual upgrade or to complete a previously started upgrade please click button below."
"To install any manual updates please click button below (ie: if you installed from a zip file).","To install any manual updates please click button below (ie: if you installed from a zip file)."
"To mark an invoice as paid please record a full payment against this invoice. Once that is done you can adjust the date here.","To mark an invoice as paid please record a full payment against this invoice. Once that is done you can adjust the date here."
"To Name","To Name"
"To:","To:"
"Today","Today"
"today!","today!"
"Todo List","Todo List"
"Todo:","Todo:"
"Total","Total"
"Total Amount","Total Amount"
"Total Received","Total Received"
"Total Unpaid","Total Unpaid"
"Total: ","Total: "
"Total:","Total:"
"Totals for all %s search results: %s Credit, %s Debit","Totals for all %s search results: %s Credit, %s Debit"
"Totals:","Totals:"
"Town","Town"
"Transaction Date:","Transaction Date:"
"Transaction Name","Transaction Name"
"Transaction saved successfully: %s","Transaction saved successfully: %s"
"Transactions","Transactions"
"Translation","Translation"
"Translation for: %s","Translation for: %s"
"Translation reset successfully","Translation reset successfully"
"Translation saved successfully","Translation saved successfully"
"Try clicking the ""Run Manual Upgrades"" button to resolve SQL Errors.","Try clicking the ""Run Manual Upgrades"" button to resolve SQL Errors."
"Tu","Tu"
"Tue","Tue"
"Tuesday","Tuesday"
"Twitter","Twitter"
"Twitter Account Name","Twitter Account Name"
"Twitter Accounts","Twitter Accounts"
"Twitter Settings","Twitter Settings"
"Type","Type"
"Type in your new desired password here.","Type in your new desired password here."
"Type the icon name from http://fontawesome.io/icons/ (eg: bell). Compatible with the Metis theme.","Type the icon name from http://fontawesome.io/icons/ (eg: bell). Compatible with the Metis theme."
"Type/Department","Type/Department"
"Type:","Type:"
"UCM","UCM"
"Ultimate Client Manager","Ultimate Client Manager"
"Un-Subscription Form","Un-Subscription Form"
"Unapproved Quote","Unapproved Quote"
"Unassigned","Unassigned"
"Unbillable:","Unbillable:"
"Undefined","Undefined"
"uninvoiced","uninvoiced"
"Unknown Subscription","Unknown Subscription"
"unpaid","unpaid"
"Unpaid","Unpaid"
"Unpaid:","Unpaid:"
"Unsubscribe","Unsubscribe"
"Unsubscribed","Unsubscribed"
"Unsubscribed on %s","Unsubscribed on %s"
"Unsubscribes","Unsubscribes"
"Upcoming Payments","Upcoming Payments"
"Upcoming Transaction Due","Upcoming Transaction Due"
"Upcoming Transactions","Upcoming Transactions"
"Upcoming Transactions for next %s months","Upcoming Transactions for next %s months"
"Update menu order","Update menu order"
"Updated","Updated"
"Upgrade","Upgrade"
"Upgrade System","Upgrade System"
"Upload","Upload"
"Upload File","Upload File"
"Upload New File","Upload New File"
"Upload newsletter images below by clicking the add button. Click image to insert into newsletter. Resize image before upload for best results.","Upload newsletter images below by clicking the add button. Click image to insert into newsletter. Resize image before upload for best results."
"URL","URL"
"Use system default (%s @ %s%%)","Use system default (%s @ %s%%)"
"Use this code when testing an installation of your item. This way you dont have to purchase your own item in order to test it.","Use this code when testing an installation of your item. This way you dont have to purchase your own item in order to test it."
"Use this to link a ticket to a product. Set products in Settings > FAQ. This allows you to have different FAQ items for different products. Users are shown the FAQ items before submitting a support ticket.","Use this to link a ticket to a product. Set products in Settings > FAQ. This allows you to have different FAQ items for different products. Users are shown the FAQ items before submitting a support ticket."
"Used for invoice PDF. You can overwrite in the Advanced settings of each invoice.","Used for invoice PDF. You can overwrite in the Advanced settings of each invoice."
"User","User"
"User Administration","User Administration"
"User deleted successfully","User deleted successfully"
"User Details","User Details"
"User Groups","User Groups"
"User ID #1 has all permissions. This stops you accidently locking yourself out of the application. Please create a new user to assign permissions to.","User ID #1 has all permissions. This stops you accidently locking yourself out of the application. Please create a new user to assign permissions to."
"User Notes","User Notes"
"User Role","User Role"
"User Roles","User Roles"
"User Security","User Security"
"User Session History","User Session History"
"User: %s","User: %s"
"Username","Username"
"Users","Users"
"users","users"
"Users Name","Users Name"
"Users Name:","Users Name:"
"Value","Value"
"VC Membership Number","VC Membership Number"
"Verify Password","Verify Password"
"Version Number","Version Number"
"View","View"
"View All","View All"
"view all","view all"
"View all %d files in this job","View all %d files in this job"
"View all %d files in this quote","View all %d files in this quote"
"View All Contacts","View All Contacts"
"View details","View details"
"View Details","View Details"
"View Discussion","View Discussion"
"View Invoice","View Invoice"
"View is not ready","View is not ready"
"View Link Clicks","View Link Clicks"
"View Receipt","View Receipt"
"View Statistics","View Statistics"
"Viewed","Viewed"
"Viewed By","Viewed By"
"Views","Views"
"Visibility","Visibility"
"Waiting %s seconds before next batch of %s emails","Waiting %s seconds before next batch of %s emails"
"Wall Post","Wall Post"
"Warning: a contact from the Customer %s exists with this same email address: %s <br/>This may create problems when trying to login. <br/>We suggest you remove/change THIS user account and use the existing CONTACT account instead.","Warning: a contact from the Customer %s exists with this same email address: %s <br/>This may create problems when trying to login. <br/>We suggest you remove/change THIS user account and use the existing CONTACT account instead."
"We","We"
"We found %s other invoices from this customer that can be merged.","We found %s other invoices from this customer that can be merged."
"We have detected %s records to import. Please confirm your import data below, once you are happy with the columns please press the process button. If the import format does not look correct, please go back and try again.","We have detected %s records to import. Please confirm your import data below, once you are happy with the columns please press the process button. If the import format does not look correct, please go back and try again."
"We recommend you use roles for permissions. It will make things easier! But if you want to fine tune permissions on a per user basis, you can do so below. This will not affect the role, it will only apply to this user.","We recommend you use roles for permissions. It will make things easier! But if you want to fine tune permissions on a per user basis, you can do so below. This will not affect the role, it will only apply to this user."
"We will reply between %s and %s days","We will reply between %s and %s days"
"Website","Website"
"Website Change Request","Website Change Request"
"Website Code","Website Code"
"Website Count","Website Count"
"Website Design","Website Design"
"Website Details","Website Details"
"Website Groups","Website Groups"
"Website Jobs","Website Jobs"
"Website Notes","Website Notes"
"Website Quotes","Website Quotes"
"Website saved successfully","Website saved successfully"
"Website: ","Website: "
"Websites","Websites"
"websites","websites"
"Websites <span class='label label-info'>1</span> ","Websites <span class='label label-info'>1</span> "
"Websites <span class='label label-info'>2</span> ","Websites <span class='label label-info'>2</span> "
"Websites <span class='label label-info'>3</span> ","Websites <span class='label label-info'>3</span> "
"Websites <span class='label label-info'>7</span> ","Websites <span class='label label-info'>7</span> "
"Websites <span class='menu_label'>1</span> ","Websites <span class='menu_label'>1</span> "
"Websites <span class='menu_label'>2</span> ","Websites <span class='menu_label'>2</span> "
"Websites <span class='menu_label'>3</span> ","Websites <span class='menu_label'>3</span> "
"Websites <span class='menu_label'>7</span> ","Websites <span class='menu_label'>7</span> "
"Wed","Wed"
"Wednesday","Wednesday"
"Week","Week"
"Weekly Finance Chart","Weekly Finance Chart"
"Welcome %s","Welcome %s"
"Welcome to %s - Please Login Below","Welcome to %s - Please Login Below"
"What","What"
"What Fields Were Changed","What Fields Were Changed"
"What value to restrict bitcoin payments to","What value to restrict bitcoin payments to"
"What value to restrict paypal payments to","What value to restrict paypal payments to"
"What value to restrict stripe payments to","What value to restrict stripe payments to"
"When a user clicks a link in your newsletter it will record who, when and which link they clicked","When a user clicks a link in your newsletter it will record who, when and which link they clicked"
"When a user submits a new public ticket, take them to this URL. Leave blank to use default. Use full URL with http://","When a user submits a new public ticket, take them to this URL. Leave blank to use default. Use full URL with http://"
"When a user submits a reply to the public ticket form, take them to this URL. Leave blank to use default. Use full URL with http://","When a user submits a reply to the public ticket form, take them to this URL. Leave blank to use default. Use full URL with http://"
"When a user subscribes via your website, an email will be sent to them asking them to confirm their registration","When a user subscribes via your website, an email will be sent to them asking them to confirm their registration"
"When this Invoice becomes overdue an email will be automatically sent to the customer. Settings > Invoice for more options.","When this Invoice becomes overdue an email will be automatically sent to the customer. Settings > Invoice for more options."
"When this Invoice is renewed it will be automatically emailed to the customer.","When this Invoice is renewed it will be automatically emailed to the customer."
"When this Job is renewed the tasks will be automatically completed and an invoice will be automatically created and emailed to the customer.","When this Job is renewed the tasks will be automatically completed and an invoice will be automatically created and emailed to the customer."
"When this template is selected, the below default content will appear in the newsletter for editing.","When this template is selected, the below default content will appear in the newsletter for editing."
"Wide Fluid","Wide Fluid"
"Will not send to %s recipients","Will not send to %s recipients"
"Will not send to 1 recipients","Will not send to 1 recipients"
"Will this user have a different hourly rate than what is entered on a Job? e.g. If this user is a contractor and will be paid a different amount to what the customer is charged for the project.","Will this user have a different hourly rate than what is entered on a Job? e.g. If this user is a contractor and will be paid a different amount to what the customer is charged for the project."
"Wk","Wk"
"WordPress","WordPress"
"WordPress Example Automatic Update Code","WordPress Example Automatic Update Code"
"WordPress Item","WordPress Item"
"WordPress Item Version","WordPress Item Version"
"WordPress Item:","WordPress Item:"
"WordPress Item: <strong>Demo Plugin</strong>","WordPress Item: <strong>Demo Plugin</strong>"
"WordPress Items","WordPress Items"
"WordPress Versions","WordPress Versions"
"WYSIWYG","WYSIWYG"
"Y/m/d","Y/m/d"
"Yay! No todo list!","Yay! No todo list!"
"Year","Year"
"Years","Years"
"Yes","Yes"
"Yes, send below message to each ticket in group:","Yes, send below message to each ticket in group:"
"Yes, send duplicate emails","Yes, send duplicate emails"
"Yes, send email to customer contact %s","Yes, send email to customer contact %s"
"Yes, send email to staff %s","Yes, send email to staff %s"
"Yes, this change has been completed.","Yes, this change has been completed."
"You can also click this button to re-install any missing database tables.","You can also click this button to re-install any missing database tables."
"You can email the customer a copy of this job. This can be a progress report or as an initial quote. ","You can email the customer a copy of this job. This can be a progress report or as an initial quote. "
"You can enter a full URL to a file here (eg: http://yoursite.com/file.txt) and that link will become available through this system.","You can enter a full URL to a file here (eg: http://yoursite.com/file.txt) and that link will become available through this system."
"You can generate invoices from multiple jobs (eg: a Hosting Setup job and a Web Development job) then you can combine them together here and send them as a single invoice to the customer, rather than sending multiple invoices.","You can generate invoices from multiple jobs (eg: a Hosting Setup job and a Web Development job) then you can combine them together here and send them as a single invoice to the customer, rather than sending multiple invoices."
"You can limit your customer to a certain number of change requests (eg: if you are charging them a monthly maintenance fee)","You can limit your customer to a certain number of change requests (eg: if you are charging them a monthly maintenance fee)"
"You can put the port number in like this:  mail.yourwebsite.com","You can put the port number in like this:  mail.yourwebsite.com"
"You can put the port number in like this:  mail.yourwebsite.com:110","You can put the port number in like this:  mail.yourwebsite.com:110"
"You can send this link to the customer and they can view progress on their job. They can also view a list of any invoices attached to this job. This is VERY useful to stop customers asking you ""how far along are you"" with a job because they can see exactly where you have logged up to in the system.","You can send this link to the customer and they can view progress on their job. They can also view a list of any invoices attached to this job. This is VERY useful to stop customers asking you ""how far along are you"" with a job because they can see exactly where you have logged up to in the system."
"You can send this link to the customer and they can view progress on their quote. They can also view a list of any invoices attached to this quote. This is VERY useful to stop customers asking you ""how far along are you"" with a quote because they can see exactly where you have logged up to in the system.","You can send this link to the customer and they can view progress on their quote. They can also view a list of any invoices attached to this quote. This is VERY useful to stop customers asking you ""how far along are you"" with a quote because they can see exactly where you have logged up to in the system."
"You can send this link to your customer and they can preview the invoice, pay for the invoice as well as optionally download the invoice as a PDF","You can send this link to your customer and they can preview the invoice, pay for the invoice as well as optionally download the invoice as a PDF"
"You can send this link to your customer so they can edit their details.","You can send this link to your customer so they can edit their details."
"You can setup a list of permissions to re-use over and over again under Settings > Roles. This will control what parts of the application this user can access (if any). ","You can setup a list of permissions to re-use over and over again under Settings > Roles. This will control what parts of the application this user can access (if any). "
"You can setup a list of permissions to re-use over and over again under Settings > Roles. This will control what parts of the application this user can access (if any). You can fine tune permissions on a user by user basis after selecting a role.","You can setup a list of permissions to re-use over and over again under Settings > Roles. This will control what parts of the application this user can access (if any). You can fine tune permissions on a user by user basis after selecting a role."
"You can use text or html code","You can use text or html code"
"You have been logged out.","You have been logged out."
"You have successfully logged in.","You have successfully logged in."
"You will be reminded to renew this invoice on this date. You will be given the option to renew this invoice closer to the renewal date (a new button will appear).","You will be reminded to renew this invoice on this date. You will be given the option to renew this invoice closer to the renewal date (a new button will appear)."
"You will be reminded to renew this job on this date. You will be given the option to renew this job closer to the renewal date (a new button will appear).","You will be reminded to renew this job on this date. You will be given the option to renew this job closer to the renewal date (a new button will appear)."
"You will have more custom fields here<br/> once you pick your recipients.","You will have more custom fields here<br/> once you pick your recipients."
"You will have more fields available<br/> once recipients are chosen.","You will have more fields available<br/> once recipients are chosen."
"Your Alerts","Your Alerts"
"Your CSV file (formatted to the above specification):","Your CSV file (formatted to the above specification):"
"Your Details","Your Details"
"Your Email","Your Email"
"Your licence code can be found from your CodeCanyon downloads page in the licence file.","Your licence code can be found from your CodeCanyon downloads page in the licence file."
"Your license code can be found from your CodeCanyon downloads page. <a href=""%s"">Click here</a> for help.","Your license code can be found from your CodeCanyon downloads page. <a href=""%s"">Click here</a> for help."
"Your Message","Your Message"
"Your Name","Your Name"
"Your Name:","Your Name:"
"Your Request:","Your Request:"
"zenon","zenon"
