"Word","Translation"
"Replied","Beantwortet"
"Reply","Reply"
"Reply to ticket","Reply to ticket"
"Reply To:","Reply To:"
"Request a Change","Fordern Sie eine Veränderung"
"Request Change Link","Fordern Change Link"
"Request Link","Anfrage Link"
"Required","Required"
"Requires WP Version","Requires WP Version"
"Reset","Zurücksetzen"
"Reset Password","Reset Password"
"Resolved","Entschlossen"
"Resume Sending","Resume Sending"
"Return to Editor","Zurück zum Editor"
"Review Recipients (%s)","Review Recipients (%s)"
"Review Recipients (4)","Review Recipients (4)"
"Revision #","Revision #"
"Right","Right"
"right click - copy link","rechte Maustaste - Verknüpfung kopieren"
"Role / Permissions","Rolle / Berechtigungen"
"Role deleted successfully.","Role deleted successfully."
"Role Details","Rollen Details"
"Run Manual Upgrades","Führen Sie manuelle Upgrades"
"Sa","Sa."
"Sat","Sa."
"Saturday","Samstag"
"Save","Speichern"
"Save & Connect to Facebook","Save & Connect to Facebook"
"Save & Next Transaction","Speichern & Weiter Transaction"
"Save Address","Speichern Adresse"
"Save and Return","Save and Return"
"Save Changes","Save Changes"
"Save Changes &raquo;","Änderungen speichern ?"
"Save Contact","Speichere Kontakt ..."
"Save Credit Note","Speichern Gutschrift"
"Save Decrypted","Save Decrypted"
"Save details","Speichern Sie die Details"
"Save Event","Save Event"
"Save file","Datei speichern"
"Save File","Save File"
"Save Information","Save Information"
"Save invoice","Speichern Rechnung"
"Save job","Job speichern"
"Save Job","Save Job"
"Save note","Notiz speichern"
"Save Quote","Save Quote"
"Save Role","Sparen Rolle"
"Save settings","Einstellungen exportieren"
"Save Settings","Save Settings"
"Save User","User speichern"
"Save Website","Speichern Webseite"
"Saved Response","Gespeichert Antwort"
"Saved successfully","Erfolgreich gespeichert"
"Schedule","Schedule"
"Schedule send","Schedule send"
"Search","SUCHE"
"Search %s","Search %s"
"Search Results","Search Results"
"Searchable","Searchable"
"Seconds to wait between sending batches of newsletters","Sekunden zwischen dem Senden von Chargen von Newslettern warten"
"Section","Abschnitt"
"Security Roles","Security Roles"
"select a job","wählen Sie einen Job"
"Select Files","Select Files"
"Select Recipients","Select Recipients"
"Select Ticket Group","Wählen Ticket-Gruppe"
"SEND","SENDEN"
"Send","Send"
"Send a copy of this message to other staff members:","Send a copy of this message to other staff members:"
"Send a test email","Send a test email"
"Send Credit Note","Senden Gutschrift"
"Send email","E-Mail senden"
"Send Email Instructions","Senden Sie E-Mail Instructions"
"Send images inline? This will use a LOT more bandwidth and take longer to send. But users will have a better chance of seeing your images.","Send images inline? This will use a LOT more bandwidth and take longer to send. But users will have a better chance of seeing your images."
"Send Invoice","Rechnung senden"
"Send message as:","Send message as:"
"Send New Email","Send New Email"
"Send Newsletter","Senden Mitteilungsblatt"
"Send Newsletter: %s","Send Newsletter: %s"
"Send Newsletter: unsub test 5","Send Newsletter: unsub test 5"
"Send Options","Send Options"
"Send Reply Message","Send Reply Message"
"Send Statistics","Senden Statistik"
"Send Ticket Reply Message","Senden Ticket Reply Message"
"Sender Email","Absender E-Mail"
"Sender Name","Absender Name"
"Sending","Sending"
"Sending complete. Please <a href=""%s"""">click here</a> to refresh the page.","Sending complete. Please <a href=""%s"""">click here</a> to refresh the page."
"Sending complete. Please <a href=""%s"">click here</a> to refresh the page.","Senden abgeschlossen. Bitte <a href=""%s"">klicken Sie hier</a>, um die Seite zu aktualisieren."
"Sending Newsletter: %s","Sending Newsletter: %s"
"Sending Newsletter: unsub test 5","Sending Newsletter: unsub test 5"
"SENDING PAUSED","SENDING PAUSED"
"Sent","Gesendet"
"sent","Gesendet!"
"Sent By","Sent By"
"Sent Date","Sendedatum"
"Sent Date:","Sent Date:"
"Sent From","Verschickt von:"
"Sent successfully: %s","Sent successfully: %s"
"Sent To","Verschickt an:"
"Sep","Sep."
"September","September"
"Set Password","Passwort festlegen"
"Set Starting Balance (currently %s)","Set Ab Balance (derzeit%s)"
"Set Starting Balance (currently $0.00)","Set Ab Balance (derzeit € 0,00)"
"Set this to blank, or /ssl, or /tls or other options from php.net/imap_connect","Setzen Sie diese auf leer oder / ssl oder / tls oder andere Optionen aus php.net / imap_connect"
"Sets a dashboard reminder for the above date. This will appear on the selected users dashboard.<br><br>Untick to remove reminder.","Sets a dashboard reminder for the above date. This will appear on the selected users dashboard.<br><br>Untick to remove reminder."
"Sets a dashboard reminder for the above date. This will appear on the selected users dashboard.<br><br>Untick to remove reminder.<br><br>Staff are users who have Job Task EDIT permissions.","Stellt ein Dashboard Erinnerung für die oben genannten Datum. Dies wird auf der ausgewählten Benutzern Dashboard angezeigt. <br> Deaktivieren, um Erinnerung zu entfernen. <br> Mitarbeiter sind Benutzer, die Job Task EDIT Berechtigungen verfügen."
"Settings","Einstellungen"
"Shedule send","Shedule send"
"Show %s completed changes","Anzeigen%s abgeschlossen Veränderungen"
"Show 0 completed changes","Show 0 completed changes"
"Show 1 completed changes","Zeige 1 abgeschlossen Veränderungen"
"Show auto reply &raquo;","Zeige automatische Antwort »"
"Show Completed Tasks","Zeige Erledigte Aufgaben"
"Show debug output while posting the message","Show debug output while posting the message"
"Show entire message &raquo;","Show entire message &raquo;"
"Show Previous %s Messages","Show Previous %s Messages"
"Showing records %s to %s of %s","Es wurden %s %s of %s"
"Signin with Twitter at https://apps.twitter.com/ and click the Create New App button. Enter a Name, Description, Website and in the Callback URL just put your website address. Once created, go to Permissions and choose ""Read, write, and direct messages"" then go to API Keys and copy your API Key and API Secret from here into the below form.","Signin with Twitter at https://apps.twitter.com/ and click the Create New App button. Enter a Name, Description, Website and in the Callback URL just put your website address. Once created, go to Permissions and choose ""Read, write, and direct messages"" then go to API Keys and copy your API Key and API Secret from here into the below form."
"Signup","Anmeldung"
"Single Body Area","Single Body Area"
"Size","Size"
"Skip Duplicates","Direkt Duplicates"
"Skip missing words, only add those already in Database","Skip missing words, only add those already in Database"
"Social","Social"
"Social Account","Social Account"
"Social Accounts","Social Accounts"
"Sorry no changes to admin user in demo","Sorry no changes to admin user in demo"
"Sorry the captcha code you entered was incorrect. Please try again.","Sorry the captcha code you entered was incorrect. Please try again."
"Sorry, could not load your data, please try again later","Sorry, could not load your data, please try again later"
"Sorry, no groups exist. Please create a %s group first.","Sorry, no groups exist. Please create a %s group first."
"Sorry, no groups exist. Please create a group first.","Leider gibt es keine Gruppen. Bitte erstellen Sie eine Gruppe zuerst."
"Spam Protection","Spam Protection"
"Split Pricing","Split Pricing"
"SQL Error: %s","SQL Error: %s"
"SSL","SSL"
"st","st"
"Staff","Angestellte!"
"Staff Member","Staff Member"
"Staff Report","Staff Report"
"Staff Settings","Staff Settings"
"Staff: %s","Staff: %s"
"Start","Start"
"Start Date","Startdatum"
"Start sending","Beginnen Sie,"
"Start Time","Start Time"
"Starting manual send","Ab manuelle Senden"
"State","Bundesland"
"Statistics","Statistiken"
"Status","Status"
"Status:","Status:"
"Step","Stufe"
"Stopped manual send","Gestoppt manuelle Senden"
"Street","Street"
"Stripe","Stripe"
"Stripe Settings","Stripe Settings"
"Stripe setup instructions:","Stripe setup instructions:"
"Stripe subscriptions:","Stripe subscriptions:"
"Su","So."
"Sub Category","Sub Category"
"Sub List (advanced)","Sub List (advanced)"
"Sub Total","Sub Total"
"Sub Total:","Zwischensumme:"
"Sub-Total","Zwischensumme:"
"Sub:","Sub:"
"Subject","Betreff"
"Subject:","Betreff:"
"Submit Message","Submit-Message"
"Submit Message & Go To Next Ticket","Submit Message & Go To Next Ticket"
"Submit Message &amp; Go To Next Ticket","Submit-Message & Go To Next Ticket"
"Submit Ticket","Submit Ticket"
"Subscribers","Subscribers"
"Subscription","Premium-Mitgliedschaft"
"Subscription credit from %s","Subscription credit from %s"
"Subscription Due","Subscription Due"
"Subscription Form","Zeichnungsschein"
"Subscription Information","Abonnement-Informationen"
"Subscription Name","Anmeldung Name"
"Subscription Options","Subscription Options"
"Subscription Payment","Abonnement Zahlung"
"Subscription Report","Abonnement-Bericht"
"Subscription: %s","Anmeldung:%s"
"Subscriptions","Premium-Mitgliedschaften"
"Subscriptions &amp; Payments","Abonnements und Zahlungen"
"Suburb","Vorort"
"Success! Decrypting... please wait...","Erfolg! Entschlüsseln ... Bitte warten ..."
"Success! Everything worked.","Erfolg! Alles funktionierte."
"Summary","Summary"
"Sun","So."
"Sunday","Sonntag"
"Support","Support"
"Support Tickets","Support Tickets"
"Support:","Hilfe"
"Swap to Upload","Swap hochladen"
"Swap to URL","Tauschen, um URL"
"Switch to Mobile Site","Wechseln Sie zu Mobile Site"
"Switch to Standard Editor","Switch to Standard Editor"
"Switch to Visual Editor","Switch to Visual Editor"
"Symbol","SYMBOL"
"System Companies","System Companies"
"System Settings","System-Einstellungen"
"System Templates","System Vorlagen"
"Table","Tabelle"
"Task","Task"
"Task %%","Task %%"
"Task completed","Aufgabe komplett abgeschlossen."
"Task CSV Data","Aufgabe CSV-Daten"
"Task Date","Task Date"
"Task Defaults","Aufgabe Standardwerte"
"Task Description","Task Description"
"Task Hours","Aufgabe Hours"
"Task is billable","Aufgabe ist abrechenbar"
"Task is taxable","Aufgabe ist steuerpflichtig"
"Task numbers","Task-Nummern"
"Task Numbers","Task Numbers"
"Task Progress","Task Progress"
"Task saved successfully","Aufgabe erfolgreich gespeichert"
"Task Timer","Task Timer"
"Task Type","Task Type"
"Task Type:","Task Type:"
"Tasks Completed","Abgeschlossene"
"Tasks Require Approval","Aufgaben erfordern Zulassung"
"Tasks to Approve","Tasks to Approve"
"Tax","Steuer"
"Tax %s%%","Tax %s%%"
"Tax Added","Tax Added"
"Tax Included","Tax Included"
"Tax Report","Tax Report"
"Tax Type","Tax Type"
"Tax:","Steuer:"
"Taxable Total","Taxable Total"
"Telling server to send in batches of %s, please wait...","Telling Server in Chargen von%s zu senden, bitte warten ..."
"temp","Aushilfe"
"Template","Vorlage"
"Template Default Content:","Template Default Content:"
"Template Description","Vorlage Beschreibung"
"Template Edit","Template Edit"
"Template Folder","Vorlagenordner"
"Template HTML Code:","Template HTML Code:"
"Template Key","Template Key"
"Template Name","Vorlagenname"
"Template saved successfully!","Template saved successfully!"
"Templates","Vorlagen"
"TEST","TEST"
"Test_Data","Test_Data"
"Tested up to WP Version","Tested up to WP Version"
"tester","tester"
"Text","Text"
"Th","Do."
"th","th"
"Thank you for purchasing Priority Support. We will answer your question shortly.","Danke für den Kauf Priority Support. Wir werden Ihre Frage in Kürze beantworten."
"The above license code is for <a href=""%s"" target=""_blank"">%s</a> - thanks for purchasing!","The above license code is for <a href=""%s"" target=""_blank"">%s</a> - thanks for purchasing!"
"The API key obtained from creating your app on dev.twitter.com ","The API key obtained from creating your app on dev.twitter.com "
"The API secret obtained from creating your app on dev.twitter.com ","The API secret obtained from creating your app on dev.twitter.com "
"The customer has a %s credit on their account.","The customer has a %s credit on their account."
"The customer has a %s credit on thier account.","Der Kunde hat ein%s Guthaben auf thier Konto."
"The customer has paid a deposit on this Job: %s.","The customer has paid a deposit on this Job: %s."
"The default hourly rate this staff member will receive when working on jobs (can be changed per job).","The default hourly rate this staff member will receive when working on jobs (can be changed per job)."
"The default is hourly rate + amount. This will show the ""Hours"" column along with an ""Amount"" column. Inputing a number of hours will auto complete the price based on the job hourly rate. <br>Quantity and Amount will allow you to input a Quantity (eg: 2) and an Amount (eg: $100) and the final price will be $200 (Quantity x Amount). The last option ""Amount Only"" will just have the amount column for manual input of price. Change the advanced setting ""default_task_type"" between 0, 1 and 2 to change the default here.","The default is hourly rate + amount. This will show the ""Hours"" column along with an ""Amount"" column. Inputing a number of hours will auto complete the price based on the job hourly rate. <br>Quantity and Amount will allow you to input a Quantity (eg: 2) and an Amount (eg: $100) and the final price will be $200 (Quantity x Amount). The last option ""Amount Only"" will just have the amount column for manual input of price. Change the advanced setting ""default_task_type"" between 0, 1 and 2 to change the default here."
"The default is hourly rate + amount. This will show the ""Hours"" column along with an ""Amount"" column. Inputing a number of hours will auto complete the price based on the quote hourly rate. <br>Quantity and Amount will allow you to input a Quantity (eg: 2) and an Amount (eg: $100) and the final price will be $200 (Quantity x Amount). The last option ""Amount Only"" will just have the amount column for manual input of price. Change the advanced setting ""default_task_type"" between 0, 1 and 2 to change the default here.","The default is hourly rate + amount. This will show the ""Hours"" column along with an ""Amount"" column. Inputing a number of hours will auto complete the price based on the quote hourly rate. <br>Quantity and Amount will allow you to input a Quantity (eg: 2) and an Amount (eg: $100) and the final price will be $200 (Quantity x Amount). The last option ""Amount Only"" will just have the amount column for manual input of price. Change the advanced setting ""default_task_type"" between 0, 1 and 2 to change the default here."
"The deposit will apply to this job once this invoice is paid.","The deposit will apply to this job once this invoice is paid."
"The member can choose which of the below subscriptions they would like to receive. The member can see and change these subscriptions themselves. You can choose members based on these subscriptions.","Das Mitglied kann wählen, welche der unten Abonnements sie erhalten möchten. Das Mitglied kann sehen und ändern diese Abonnements sich. Sie können wählen, Mitglieder zu diesen Abonnements."
"The outer HTML code for this template. That is, all the parts of the template that will not change each time you send a newsletter (header, menu, footer). You can include the dynamic fields which will be replaced each time the newsletter is sent.<br>When you insert images or links please use full addresses (including http:// at the start).","Die äußere HTML-Code für diese Vorlage. Das heißt, alle Teile der Vorlage, die nicht geändert werden jedes Mal, wenn Sie einen Newsletter (Header, Menü, Footer). Sie können die dynamischen Felder, die jedes Mal, wenn der Newsletter. <br> Gesendet wird, wenn Sie Bilder oder Links einzufügen nutzen Sie bitte die vollständige Anschrift (einschließlich http:// am Anfang) ersetzt werden."
"Theme","Hintergrund"
"Theme settings","Theme-Einstellungen"
"Theme Settings","Theme Settings"
"Theme Styles","Theme Styles"
"There are <a href=""%s"">%s customer contacts</a> and <a href=""%s"">%s system users</a> with this role.","Es gibt <a href=""%s"">%s Kundenkontakte </a> und <a href=""%s"">%s Systembenutzer </a> mit dieser Rolle."
"There are no invoices for this job yet.","There are no invoices for this job yet."
"There are no invoices for this job yet. Please create and complete a task above in order to create an invoice.","Es gibt keine Rechnungen für diesen Job noch. Bitte erstellen und eine Aufgabe vor, um eine Rechnung zu erstellen."
"These are displayed to the user when upgrading their WordPress item","These are displayed to the user when upgrading their WordPress item"
"These are for you to group your members. The member cannot see or change these groups. You can choose members based on these groups.","Dies sind für Sie Ihre Mitglieder zu gruppieren. Das Mitglied kann nicht sehen oder ändern diese Gruppen. Sie können wählen, Mitglieder dieser Gruppen."
"These are the input fields that will make up this data group. Switch to visual editor for easy drag and drop of elements and their sizes.","These are the input fields that will make up this data group. Switch to visual editor for easy drag and drop of elements and their sizes."
"This can be different to the Sub Total above. eg: if part of this item included tax but part did not. Taxable total should always be less than or equal to the sub total.","This can be different to the Sub Total above. eg: if part of this item included tax but part did not. Taxable total should always be less than or equal to the sub total."
"This email address exists as a contact in another user account. By linking these accounts together, this user will be able to access all the linked customers from this single login. ","This email address exists as a contact in another user account. By linking these accounts together, this user will be able to access all the linked customers from this single login. "
"This hourly rate will be applied to all manual tasks (tasks that did not come from jobs) in this invoice","Dieser Stundensatz wird auf alle manuellen Aufgaben (Tasks, die nicht von Arbeitsplätzen gekommen) in dieser Rechnung angewendet werden"
"This invoice has been cancelled!","Diese Rechnung wurde abgesagt!"
"This invoice has not been paid by the due date and %s is now overdue.","Diese Rechnung wurde nicht von der Fälligkeit und%s ist jetzt überfällig bezahlt worden."
"This invoice has not been sent yet. When this invoice has been sent to the customer please click this button or enter a ""sent date"" into the form above.","Diese Rechnung wurde noch nicht gesendet. Wenn diese Rechnung an den Kunden gesendet wurde, klicken Sie bitte auf diese Schaltfläche, oder geben Sie einen ""Sendedatum"" in das Formular oben."
"This invoice is a deposit for the job: %s.","This invoice is a deposit for the job: %s."
"This invoice is overdue, but it has not been sent yet. Please pick a ""Sent Date"" or click below to send invoice.","This invoice is overdue, but it has not been sent yet. Please pick a ""Sent Date"" or click below to send invoice."
"This invoice was last sent %s days ago on %s.","Diese Rechnung wurde zuletzt%s Tagen auf%s gesendet."
"This Invoice will be automatically renewed on this date. A new Invoice will be created as a copy from this Invoice. This invoice will only be renewed once it is paid.","This Invoice will be automatically renewed on this date. A new Invoice will be created as a copy from this Invoice. This invoice will only be renewed once it is paid."
"This invoice will renew as part of job %s on %s","Diese Rechnung wird als Teil des Jobs%s%s zu erneuern"
"This is a subscription payment for %s %s on the subscription: %s","This is a subscription payment for %s %s on the subscription: %s"
"This is a subscription payment for customer %s on the subscription: %s","Dies ist ein Abonnement Zahlung für Kunden%s über die Zeichnung:%s"
"This is anyone with ticket EDIT permissions.","Dies ist jedermann mit Ticket-Berechtigungen bearbeiten."
"This is how much the customer has paid against the invoice. When they have paid the due amount the invoice will be marked as paid.","Dies ist, wie viel der Kunde gegen die Rechnung bezahlt. Wenn sie den fälligen Betrag bezahlt die Rechnung als bezahlt markiert werden."
"This is just a basic CSS editor. Paste in CSS compatible rules over the top of defaults. Click the default value to return to that value.","Dies ist nur eine grundlegende CSS-Editor. Fügen Sie in CSS kompatiblen Regeln über die Oberseite der Standardwerte. Klicken Sie auf den Default-Wert auf diesen Wert zurück."
"This is the date the Job is scheduled to start work. This can be a date in the future.","Dies ist das Datum, an dem Job geplant mit der Arbeit beginnen wird. Dies kann ein Datum in der Zukunft sein."
"This is the date the Job is scheduled to start work. This can be a date in the future. If you have the Calendar, this is the date that will be used for the Calendar event.","This is the date the Job is scheduled to start work. This can be a date in the future. If you have the Calendar, this is the date that will be used for the Calendar event."
"This is the date the Job was quoted to the Customer. Once this Job Quote is approved, the Start Date will be set below.","Dies ist das Datum, an dem Job an den Kunden angegeben wurde. Sobald dies Job Quote genehmigt wird, wird das Startdatum unten eingestellt werden."
"This is the date the Quote is scheduled to start work. This can be a date in the future.","This is the date the Quote is scheduled to start work. This can be a date in the future."
"This is the date the Quote was accepted by the client. This date is automatically set if the client clicks ""Approve""","This is the date the Quote was accepted by the client. This date is automatically set if the client clicks ""Approve"""
"This is the date the Quote was created.","This is the date the Quote was created."
"This is the email address any bounces are set to. We HIGHLY recommend you setup a new empty email address (eg: bounce@yourwebsite.com) for this. In the newsletter settings you can specify the bounce address settings so the system can automatically track bounces.","Dies ist die E-Mail-Adresse keine Bounces auf sind. Wir empfehlen Ihnen Setup eine neue leere E-Mail-Adresse (zB: bounce@yourwebsite.com) für diese. In den Newsletter-Einstellungen können Sie festlegen, die Bounce-Adresse Einstellungen so das System automatisch verfolgen können Bounces."
"This is the email address the newsletter will be sent ""from"". We HIGHLY recommend this email address is setup or linked to your hosting account to help with spam issues (or google about SPF records - can be complex but worth it)","Dies ist die E-Mail-Adresse der Newsletter geschickt wird ""aus"" werden. Wir empfehlen diese E-Mail-Adresse ist Setup oder im Zusammenhang mit Ihrem Hosting-Account mit Spam Problemen helfen (oder google zu SPF-Datensätzen - kann sehr komplex sein, aber es lohnt sich)"
"This is the name this newsletter will be sent ""from"". Giving this a name your customers will recognise is probably best.","Dies ist der Name dieser Newsletter geschickt wird ""aus"" werden. Geben diese einen Namen Ihrer Kunden erkennen ist wahrscheinlich am besten."
"This is the special link you can email to your customer. Using this link the customer can request a change on their website.","Dies ist die besondere Verbindung Sie Ihre Kunden per E-Mail können. Über diesen Link kann der Kunde verlangen eine Änderung auf ihrer Website."
"This is the time the Job is scheduled to finish.  If you have the Calendar, this is the time that will be used for the Calendar event.","This is the time the Job is scheduled to finish.  If you have the Calendar, this is the time that will be used for the Calendar event."
"This is the time the Job is scheduled to start.  If you have the Calendar, this is the time that will be used for the Calendar event.","This is the time the Job is scheduled to start.  If you have the Calendar, this is the time that will be used for the Calendar event."
"This is where your custom data type will display within the system. Main will put it in the main menu. Customer will put it underneath a customer menu. None will hide this from the menu system all together","This is where your custom data type will display within the system. Main will put it in the main menu. Customer will put it underneath a customer menu. None will hide this from the menu system all together"
"This job has %d files","Dieser Job hat %d Dateien"
"This job will be automatically renewed on this date.","This job will be automatically renewed on this date."
"This Job will be automatically renewed on this date. A new Job will be created as a copy from this Job.","This Job will be automatically renewed on this date. A new Job will be created as a copy from this Job."
"This newsletter has been sent before (%s). Would you like to send it to people who have received this newsletter before?","This newsletter has been sent before (%s). Would you like to send it to people who have received this newsletter before?"
"This page shows a list of your recurring and upcoming transactions (eg: phone bill / server hosting / monthly income). This will help you plan a budget by reminding you when upcoming bills are due. ","This page shows a list of your recurring and upcoming transactions (eg: phone bill / server hosting / monthly income). This will help you plan a budget by reminding you when upcoming bills are due. "
"This quote has %d files","This quote has %d files"
"This Quote has been converted into a Job: %s.","This Quote has been converted into a Job: %s."
"This sends a customisable email with instructions on how to request a change","Dieser sendet einen anpassbaren E-Mail mit Anweisungen, wie eine Änderung beantragen"
"This transaction is not due for %s days, are you sure you want to record it?","Diese Transaktion ist nicht fällig%s Tag, sind Sie sicher, dass Sie es aufnehmen?"
"This users details will be used as a primary point of contact for this customer. These details will display in the main customer listing for this customer. Also if you send an invoice or a newsletter to this ""customer"" then this email address will be used.","Diese Nutzer Daten werden als primäre Anlaufstelle für diesen Kunden verwendet werden. Diese Angaben werden in der Hauptkunde Angebot für diesen Kunden anzuzeigen. Auch wenn Sie eine Rechnung oder einen Newsletter zu dieser ""Kunde"" schicken, dann diese E-Mail-Adresse verwendet werden."
"This Week","This Week"
"This will be the Website this job is assigned to - and therefor the customer. Every job should have aWebsite assigned. Clicking the open link will take you to the Website","Dies wird die Website dieser Job zugewiesen wird sein - und damit den Kunden. Jeder Job sollte aWebsite zugeordnet. Klick auf den Link öffnen Sie auf der Website zu nehmen"
"This will be the Website this quote is assigned to - and therefor the customer. Every quote should have aWebsite assigned. Clicking the open link will take you to the Website","This will be the Website this quote is assigned to - and therefor the customer. Every quote should have aWebsite assigned. Clicking the open link will take you to the Website"
"This will clear ALL translations from the system. Make a backup first!","This will clear ALL translations from the system. Make a backup first!"
"This will display on invoices as the name of this payment method.","This will display on invoices as the name of this payment method."
"This will override any options selected below and replace them with defaults. You can change the selected permissions once the defaults are loaded","This will override any options selected below and replace them with defaults. You can change the selected permissions once the defaults are loaded"
"This will show a history of emails sent from the system.","This will show a history of emails sent from the system."
"This will show on the Invoice when paying via coinbase","This will show on the Invoice when paying via coinbase"
"This will show on the Invoice when paying via PayPal","This will show on the Invoice when paying via PayPal"
"This will show on the Invoice when paying via stripe","This will show on the Invoice when paying via stripe"
"Thu","Do."
"Thursday","Donnerstag"
"Ticket","Supportanfrage"
"Ticket Account","Ticket Konto"
"Ticket Creator","Ticket Creator"
"Ticket Details","Ticket Details"
"Ticket Email Accounts","Ticket-Mail-Konten"
"Ticket Embed Form","Ticket Embed Formular"
"Ticket Extra Field","Ticket zusätzliches Feld"
"Ticket Extra Fields","Ticket Extrafelder"
"Ticket Groups","Ticket Gruppen"
"Ticket Information","Ticket Information"
"Ticket Messages","Ticket Nachrichten"
"Ticket Not Completed","Ticket Not Completed"
"Ticket Number","Ticketnummer"
"Ticket POP3/IMAP Accounts","Ticket POP3/IMAP Konten"
"Ticket saved successfully","Ticket saved successfully"
"Ticket Settings","Ticket-Einstellungen"
"Ticket Staff Report","Ticket Staff Report"
"Ticket Types","Ticket-Typen"
"Ticket Types/Departments","Ticket-Typen / Abteilungen"
"Ticket: ","Ticket: "
"Ticket: %s","Ticket: %s"
"Ticket: bigfish ticket","Ticket: bigfish ticket"
"Ticket: Cant reboot PC","Ticket: Cant reboot PC"
"Ticket: Documentation request","Ticket: Unterlagen anfordern"
"Ticket: eweqeweqw","Ticket: eweqeweqw"
"Ticket: Gary test","Ticket: Gary test"
"Ticket: help","Ticket: help"
"Ticket: Kaputt","Ticket: Kaputt"
"Ticket: nnn","Ticket: nnn"
"Ticket: Payroll","Ticket: Payroll"
"Ticket: rfreferf","Ticket: rfreferf"
"Ticket: test","Ticket: test"
"Ticket: TEST","Ticket: TEST"
"Ticket: test from admin logged in","Ticket: test from admin logged in"
"Ticket: This hot","Ticket: This hot"
"Ticket: Vetgat se kak","Ticket: Vetgat se kak"
"Ticket: Web Design","Ticket: Web Design"
"Tickets","Supportanfrage"
"tickets","tickets"
"Tickets (%s unread)","Tickets (%s unread)"
"Tickets (%s)","Tickets (%s)"
"Tickets <span class='label label-info'>1</span> ","Tickets <span class='label label-info'>1</span> "
"Tickets <span class='label label-info'>5</span> ","Tickets <span class='label label-info'>5</span> "
"Tickets <span class='menu_label'>1</span> ","Tickets <span class='menu_label'>1</span> "
"Tickets <span class='menu_label'>5</span> ","Tickets <span class='menu_label'>5</span> "
"Time","Time"
"Timer","Timer"
"Timers","Digitaluhr"
"Title","Title"
"Title to use instead of the automatically generated one from the Link page","Title to use instead of the automatically generated one from the Link page"
"TLS (use for Google SMTP)","TLS (use for Google SMTP)"
"to","auf"
"To","To"
"To check for any available updates please insert your license code(s) for any purchased UCM products below and click the button.","To check for any available updates please insert your license code(s) for any purchased UCM products below and click the button."
"To install a manual upgrade or to complete a previously started upgrade please click button below.","To install a manual upgrade or to complete a previously started upgrade please click button below."
"To install any manual updates please click button below (ie: if you installed from a zip file).","Keine manuellen Updates zu installieren, klicken Sie bitte untenstehenden Button (dh: wenn Sie von einer ZIP-Datei installiert)."
"To mark an invoice as paid please record a full payment against this invoice. Once that is done you can adjust the date here.","Um eine Rechnung als bezahlt markieren notieren Sie bitte eine vollständige Zahlung gegen diese Rechnung. Sobald dies geschehen ist können Sie hier das Datum einzustellen."
"To Name","An Name"
"To:","To:"
"Today","Heute"
"today!","heu"
"Todo List","Todo List"
"Todo:","(Aufgaben)"
"Total","Total"
"Total Amount","Total Amount"
"Total Received","Total Received"
"Total Unpaid","Total Unpaid"
"Total:","Gesamt:"
"Total: ","Total: "
"Totals for all %s search results: %s Credit, %s Debit","Gesamtwerte für alle%s Suchergebnisse:%s Credit,%s Debit"
"Totals:","Gesamt:"
"Town","Town"
"Transaction Date:","Transaction Date:"
"Transaction Name","Transaction Name"
"Transaction saved successfully: %s","Transaction saved successfully: %s"
"Transactions","Transaktionen"
"Translation","Translation"
"Translation for: %s","Translation for: %s"
"Translation reset successfully","Translation reset successfully"
"Translation saved successfully","Translation saved successfully"
"Try clicking the ""Run Manual Upgrades"" button to resolve SQL Errors.","Try clicking the ""Run Manual Upgrades"" button to resolve SQL Errors."
"Tu","Di."
"Tue","Di."
"Tuesday","Dienstag"
"Twitter","Twitter"
"Twitter Account Name","Twitter Account Name"
"Twitter Accounts","Twitter Accounts"
"Twitter Settings","Twitter Settings"
"Type","Typ"
"Type in your new desired password here.","Type in your new desired password here."
"Type the icon name from http://fontawesome.io/icons/ (eg: bell). Compatible with the Metis theme.","Type the icon name from http://fontawesome.io/icons/ (eg: bell). Compatible with the Metis theme."
"Type:","Typ:"
"Type/Department","Type / Abteilung"
"UCM","UCM"
"Ultimate Client Manager","Ultimate Client Manager"
"Un-Subscription Form","Un-Subscription Form"
"Unapproved Quote","Unapproved Quote"
"Unassigned","nicht zugewiesen"
"Unbillable:","Unbillable:"
"Undefined","Undefined"
"uninvoiced","nicht abgerechnete"
"Unknown Subscription","Unknown Subscription"
"unpaid","unpaid"
"Unpaid","Unpaid"
"Unpaid:","Unbezahlte:"
"Unsubscribe","Unsubscribe"
"Unsubscribed","Unsubscribed"
"Unsubscribed on %s","Unsubscribed on %s"
"Unsubscribes","Kündigt"
"Upcoming Payments","Bevorstehende Zahlungen"
"Upcoming Transaction Due","Bevorstehende Transaction Due"
"Upcoming Transactions","Upcoming Transactions"
"Upcoming Transactions for next %s months","Bevorstehende Transaktionen für die nächsten%s Monat"
"Update menu order","Aktualisieren der Reihenfolge der Menüs"
"Updated","Updated"
"Upgrade","Upgrade"
"Upgrade System","Upgrade-System"
"Upload","Hochladen"
"Upload File","Datei Hochladen"
"Upload New File","Upload New File"
